기업,구분,항목,Dec-22,Dec-23,Dec-24,2025/12(E),2026/12(E),2027/12(E),23,24,25,26,27
옵티시스,연결,영업이익(억원),77.36,8.31,27.05,,,,-89%,226%,-100%,#DIV/0!,#DIV/0!
옵티시스,연결,  전년동기대비(%),82.28,-89.26,225.51,,,,-208%,-353%,-100%,#DIV/0!,#DIV/0!
옵티시스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
옵티시스,연결,당기순이익(억원),73.93,23.07,47.39,,,,-69%,105%,-100%,#DIV/0!,#DIV/0!
옵티시스,연결,  전년동기대비(%),27.53,-68.79,105.42,,,,-350%,-253%,-100%,#DIV/0!,#DIV/0!
옵티시스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
옵티코어,연결,매출액(억원),243.19,263.32,233.02,,,,8%,-12%,-100%,#DIV/0!,#DIV/0!
옵티코어,연결,  전년동기대비(%),-27.09,8.28,-11.51,,,,-131%,-239%,-100%,#DIV/0!,#DIV/0!
옵티코어,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
옵티코어,연결,영업이익(억원),-26.8,-40.57,-65.23,,,,51%,61%,-100%,#DIV/0!,#DIV/0!
옵티코어,연결,  전년동기대비(%),적전,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
옵티코어,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
옵티코어,연결,당기순이익(억원),-108.01,-45.24,-67.16,,,,-58%,48%,-100%,#DIV/0!,#DIV/0!
옵티코어,연결,  전년동기대비(%),적전,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
옵티코어,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
옵티팜,연결,매출액(억원),160.08,173.73,196.36,,,,9%,13%,-100%,#DIV/0!,#DIV/0!
옵티팜,연결,  전년동기대비(%),12.27,8.53,13.03,,,,-30%,53%,-100%,#DIV/0!,#DIV/0!
옵티팜,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
옵티팜,연결,영업이익(억원),-21.88,-26.31,-24.52,,,,20%,-7%,-100%,#DIV/0!,#DIV/0!
옵티팜,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
옵티팜,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
옵티팜,연결,당기순이익(억원),-20.45,-24.37,-23.57,,,,19%,-3%,-100%,#DIV/0!,#DIV/0!
옵티팜,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
옵티팜,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이디생명과학,연결,매출액(억원),273.8,264.67,274.18,,,,-3%,4%,-100%,#DIV/0!,#DIV/0!
와이디생명과학,연결,  전년동기대비(%),-1.94,-3.33,3.59,,,,72%,-208%,-100%,#DIV/0!,#DIV/0!
와이디생명과학,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이디생명과학,연결,영업이익(억원),-38.66,-28.66,-31.1,,,,-26%,9%,-100%,#DIV/0!,#DIV/0!
와이디생명과학,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
와이디생명과학,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이디생명과학,연결,당기순이익(억원),-36.63,-29.41,-30.66,,,,-20%,4%,-100%,#DIV/0!,#DIV/0!
와이디생명과학,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
와이디생명과학,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이랩,연결,매출액(억원),297.81,194.18,249.66,,,,-35%,29%,-100%,#DIV/0!,#DIV/0!
와이랩,연결,  전년동기대비(%),37.52,-34.8,28.57,,,,-193%,-182%,-100%,#DIV/0!,#DIV/0!
와이랩,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이랩,연결,영업이익(억원),-4.35,-55.14,-100.39,,,,1168%,82%,-100%,#DIV/0!,#DIV/0!
와이랩,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
와이랩,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이랩,연결,당기순이익(억원),-5.72,-60.89,-95.02,,,,965%,56%,-100%,#DIV/0!,#DIV/0!
와이랩,연결,  전년동기대비(%),적전,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
와이랩,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이바이오로직스,연결,매출액(억원),41.51,34.79,57.63,,,,-16%,66%,-100%,#DIV/0!,#DIV/0!
와이바이오로직스,연결,  전년동기대비(%),-14.36,-16.19,65.65,,,,13%,-505%,-100%,#DIV/0!,#DIV/0!
와이바이오로직스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이바이오로직스,연결,영업이익(억원),-188.3,-101.43,-84.47,,,,-46%,-17%,-100%,#DIV/0!,#DIV/0!
와이바이오로직스,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
와이바이오로직스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이바이오로직스,연결,당기순이익(억원),-188.04,-208.71,-64.42,,,,11%,-69%,-100%,#DIV/0!,#DIV/0!
와이바이오로직스,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
와이바이오로직스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이솔,연결,매출액(억원),"3,458.85","3,697.36","3,749.92",,,,7%,1%,-100%,#DIV/0!,#DIV/0!
와이솔,연결,  전년동기대비(%),-6.75,6.9,1.42,,,,-202%,-79%,-100%,#DIV/0!,#DIV/0!
와이솔,연결,  컨센서스대비(%),,-0.38,0.32,-,-,-,#DIV/0!,-184%,#VALUE!,#VALUE!,#VALUE!
와이솔,연결,영업이익(억원),-129.71,134.85,4.61,,,,-204%,-97%,-100%,#DIV/0!,#DIV/0!
와이솔,연결,  전년동기대비(%),적전,흑전,-96.58,,,,#VALUE!,#VALUE!,-100%,#DIV/0!,#DIV/0!
와이솔,연결,  컨센서스대비(%),,41.95,-75.74,-,-,-,#DIV/0!,-281%,#VALUE!,#VALUE!,#VALUE!
와이솔,연결,당기순이익(억원),-147.76,132.09,109.99,,,,-189%,-17%,-100%,#DIV/0!,#DIV/0!
와이솔,연결,  전년동기대비(%),적전,흑전,-16.73,,,,#VALUE!,#VALUE!,-100%,#DIV/0!,#DIV/0!
와이솔,연결,  컨센서스대비(%),,-24.52,83.32,-,-,-,#DIV/0!,-440%,#VALUE!,#VALUE!,#VALUE!
와이씨,연결,매출액(억원),"2,852.68","2,551.82","2,112.41","3,210","4,200","4,850",-11%,-17%,52%,31%,15%
와이씨,연결,  전년동기대비(%),-8.35,-10.55,-17.22,51.96,30.84,15.48,26%,63%,-402%,-41%,-50%
와이씨,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이씨,연결,영업이익(억원),364.09,85.72,106,390,590,670,-76%,24%,268%,51%,14%
와이씨,연결,  전년동기대비(%),-33.34,-76.46,23.66,267.92,51.28,13.56,129%,-131%,1032%,-81%,-74%
와이씨,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이씨,연결,당기순이익(억원),343.51,128.79,129.26,440,680,820,-63%,0%,240%,55%,21%
와이씨,연결,  전년동기대비(%),-32.55,-62.51,0.36,240.4,54.55,20.59,92%,-101%,66678%,-77%,-62%
와이씨,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이씨켐,연결,매출액(억원),823.5,622.72,703.03,,,,-24%,13%,-100%,#DIV/0!,#DIV/0!
와이씨켐,연결,  전년동기대비(%),23.97,-24.38,12.9,,,,-202%,-153%,-100%,#DIV/0!,#DIV/0!
와이씨켐,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이씨켐,연결,영업이익(억원),53.15,-78.26,-81.62,,,,-247%,4%,-100%,#DIV/0!,#DIV/0!
와이씨켐,연결,  전년동기대비(%),137.7,적전,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
와이씨켐,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이씨켐,연결,당기순이익(억원),41.65,-60.52,-159.89,,,,-245%,164%,-100%,#DIV/0!,#DIV/0!
와이씨켐,연결,  전년동기대비(%),흑전,적전,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
와이씨켐,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이어블,연결,매출액(억원),642.84,725.69,794.43,,,,13%,9%,-100%,#DIV/0!,#DIV/0!
와이어블,연결,  전년동기대비(%),-18.11,12.89,9.47,,,,-171%,-27%,-100%,#DIV/0!,#DIV/0!
와이어블,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이어블,연결,영업이익(억원),34.05,28.84,38.25,,,,-15%,33%,-100%,#DIV/0!,#DIV/0!
와이어블,연결,  전년동기대비(%),-7.6,-15.3,32.63,,,,101%,-313%,-100%,#DIV/0!,#DIV/0!
와이어블,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이어블,연결,당기순이익(억원),24.35,23.4,29.91,,,,-4%,28%,-100%,#DIV/0!,#DIV/0!
와이어블,연결,  전년동기대비(%),-3.14,-3.9,27.82,,,,24%,-813%,-100%,#DIV/0!,#DIV/0!
와이어블,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이엔텍,연결,매출액(억원),"1,238.03","1,213.96","1,137.60",,,,-2%,-6%,-100%,#DIV/0!,#DIV/0!
와이엔텍,연결,  전년동기대비(%),10.75,-1.94,-6.29,,,,-118%,224%,-100%,#DIV/0!,#DIV/0!
와이엔텍,연결,  컨센서스대비(%),2.23,,,-,-,-,-100%,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이엔텍,연결,영업이익(억원),334.96,321.21,302.78,,,,-4%,-6%,-100%,#DIV/0!,#DIV/0!
와이엔텍,연결,  전년동기대비(%),3.33,-4.1,-5.74,,,,-223%,40%,-100%,#DIV/0!,#DIV/0!
와이엔텍,연결,  컨센서스대비(%),-10.44,,,-,-,-,-100%,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이엔텍,연결,당기순이익(억원),246.34,240.73,313.12,,,,-2%,30%,-100%,#DIV/0!,#DIV/0!
와이엔텍,연결,  전년동기대비(%),5.99,-2.28,30.07,,,,-138%,-1419%,-100%,#DIV/0!,#DIV/0!
와이엔텍,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이엠,연결,매출액(억원),"1,463.24","1,662.90","1,722.01",,,,14%,4%,-100%,#DIV/0!,#DIV/0!
와이엠,연결,  전년동기대비(%),19.08,13.65,3.55,,,,-28%,-74%,-100%,#DIV/0!,#DIV/0!
와이엠,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이엠,연결,영업이익(억원),46.34,41.62,61.08,,,,-10%,47%,-100%,#DIV/0!,#DIV/0!
와이엠,연결,  전년동기대비(%),200.13,-10.19,46.76,,,,-105%,-559%,-100%,#DIV/0!,#DIV/0!
와이엠,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이엠,연결,당기순이익(억원),24.87,9.47,51.95,,,,-62%,449%,-100%,#DIV/0!,#DIV/0!
와이엠,연결,  전년동기대비(%),348.92,-61.92,448.57,,,,-118%,-824%,-100%,#DIV/0!,#DIV/0!
와이엠,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이엠씨,연결,매출액(억원),"2,353.81","2,046.33","1,677.30",,,,-13%,-18%,-100%,#DIV/0!,#DIV/0!
와이엠씨,연결,  전년동기대비(%),31.42,-13.06,-18.03,,,,-142%,38%,-100%,#DIV/0!,#DIV/0!
와이엠씨,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이엠씨,연결,영업이익(억원),230.76,157.7,68.97,,,,-32%,-56%,-100%,#DIV/0!,#DIV/0!
와이엠씨,연결,  전년동기대비(%),64.34,-31.66,-56.27,,,,-149%,78%,-100%,#DIV/0!,#DIV/0!
와이엠씨,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이엠씨,연결,당기순이익(억원),204.83,148.07,66.99,,,,-28%,-55%,-100%,#DIV/0!,#DIV/0!
와이엠씨,연결,  전년동기대비(%),73.45,-27.71,-54.76,,,,-138%,98%,-100%,#DIV/0!,#DIV/0!
와이엠씨,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이엠텍,연결,매출액(억원),492.93,348.81,309.12,,,,-29%,-11%,-100%,#DIV/0!,#DIV/0!
와이엠텍,연결,  전년동기대비(%),64.15,-29.24,-11.38,,,,-146%,-61%,-100%,#DIV/0!,#DIV/0!
와이엠텍,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이엠텍,연결,영업이익(억원),148.89,59.61,43.15,,,,-60%,-28%,-100%,#DIV/0!,#DIV/0!
와이엠텍,연결,  전년동기대비(%),113.83,-59.96,-27.61,,,,-153%,-54%,-100%,#DIV/0!,#DIV/0!
와이엠텍,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이엠텍,연결,당기순이익(억원),127.28,66.78,48.78,,,,-48%,-27%,-100%,#DIV/0!,#DIV/0!
와이엠텍,연결,  전년동기대비(%),97.43,-47.53,-26.95,,,,-149%,-43%,-100%,#DIV/0!,#DIV/0!
와이엠텍,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이엠티,연결,매출액(억원),"1,305.67","1,274.10","1,372.31",,,,-2%,8%,-100%,#DIV/0!,#DIV/0!
와이엠티,연결,  전년동기대비(%),3.98,-2.42,7.71,,,,-161%,-419%,-100%,#DIV/0!,#DIV/0!
와이엠티,연결,  컨센서스대비(%),2.89,,,-,-,-,-100%,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이엠티,연결,영업이익(억원),33.35,-31.7,35.94,,,,-195%,-213%,-100%,#DIV/0!,#DIV/0!
와이엠티,연결,  전년동기대비(%),-80.64,적전,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
와이엠티,연결,  컨센서스대비(%),-14.49,,,-,-,-,-100%,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이엠티,연결,당기순이익(억원),25.97,-0.76,-23.34,,,,-103%,2971%,-100%,#DIV/0!,#DIV/0!
와이엠티,연결,  전년동기대비(%),-81.5,적전,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
와이엠티,연결,  컨센서스대비(%),-62.9,,,-,-,-,-100%,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이제이링크,연결,매출액(억원),590.29,485.51,485.34,,,,-18%,0%,-100%,#DIV/0!,#DIV/0!
와이제이링크,연결,  전년동기대비(%),23.61,-17.75,-0.04,,,,-175%,-100%,-100%,#DIV/0!,#DIV/0!
와이제이링크,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이제이링크,연결,영업이익(억원),153.74,91.59,-12.67,,,,-40%,-114%,-100%,#DIV/0!,#DIV/0!
와이제이링크,연결,  전년동기대비(%),273.88,-40.43,적전,,,,-115%,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
와이제이링크,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이제이링크,연결,당기순이익(억원),131.46,70.54,3.94,,,,-46%,-94%,-100%,#DIV/0!,#DIV/0!
와이제이링크,연결,  전년동기대비(%),206.01,-46.34,-94.41,,,,-122%,104%,-100%,#DIV/0!,#DIV/0!
와이제이링크,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이즈넛,연결,매출액(억원),344.66,351.72,349.21,,,,2%,-1%,-100%,#DIV/0!,#DIV/0!
와이즈넛,연결,  전년동기대비(%),-2.66,2.05,-0.71,,,,-177%,-135%,-100%,#DIV/0!,#DIV/0!
와이즈넛,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이즈넛,연결,영업이익(억원),30.47,34.57,17.03,,,,13%,-51%,-100%,#DIV/0!,#DIV/0!
와이즈넛,연결,  전년동기대비(%),-39.75,13.46,-50.74,,,,-134%,-477%,-100%,#DIV/0!,#DIV/0!
와이즈넛,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이즈넛,연결,당기순이익(억원),-59.02,42.67,30.51,,,,-172%,-28%,-100%,#DIV/0!,#DIV/0!
와이즈넛,연결,  전년동기대비(%),적전,흑전,-28.5,,,,#VALUE!,#VALUE!,-100%,#DIV/0!,#DIV/0!
와이즈넛,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이즈버즈,연결,매출액(억원),157.74,138.58,307.88,,,,-12%,122%,-100%,#DIV/0!,#DIV/0!
와이즈버즈,연결,  전년동기대비(%),28.64,-12.15,122.17,,,,-142%,-1106%,-100%,#DIV/0!,#DIV/0!
와이즈버즈,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이즈버즈,연결,영업이익(억원),25.66,2.19,23.05,,,,-91%,953%,-100%,#DIV/0!,#DIV/0!
와이즈버즈,연결,  전년동기대비(%),42.56,-91.47,952.51,,,,-315%,-1141%,-100%,#DIV/0!,#DIV/0!
와이즈버즈,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이즈버즈,연결,당기순이익(억원),22.39,8.43,21.29,,,,-62%,153%,-100%,#DIV/0!,#DIV/0!
와이즈버즈,연결,  전년동기대비(%),-17.53,-62.35,152.55,,,,256%,-345%,-100%,#DIV/0!,#DIV/0!
와이즈버즈,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이즈에이아이,연결,매출액(억원),,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
와이즈에이아이,연결,영업이익(억원),,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
와이즈에이아이,연결,당기순이익(억원),,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
와이즈에이아이,연결,지배주주순이익(억원),,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
와이즈에이아이,연결,비지배주주순이익(억원),,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
와이즈에이아이,연결,자산총계(억원),,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
와이즈에이아이,연결,부채총계(억원),,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
와이즈에이아이,연결,자본총계(억원),,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
와이즈에이아이,연결,  지배주주지분(억원),,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
와이지-원,연결,매출액(억원),"5,498.01","5,531.82","5,749.90",,,,1%,4%,-100%,#DIV/0!,#DIV/0!
와이지-원,연결,  전년동기대비(%),20.09,0.61,3.94,,,,-97%,546%,-100%,#DIV/0!,#DIV/0!
와이지-원,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이지-원,연결,영업이익(억원),726.44,546.86,558.16,,,,-25%,2%,-100%,#DIV/0!,#DIV/0!
와이지-원,연결,  전년동기대비(%),68.97,-24.72,2.07,,,,-136%,-108%,-100%,#DIV/0!,#DIV/0!
와이지-원,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이지-원,연결,당기순이익(억원),334.29,243.53,169.82,,,,-27%,-30%,-100%,#DIV/0!,#DIV/0!
와이지-원,연결,  전년동기대비(%),51.52,-27.15,-30.27,,,,-153%,11%,-100%,#DIV/0!,#DIV/0!
와이지-원,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이지엔터테인먼트,연결,매출액(억원),"3,911.75","5,691.95","3,649.49","5,751","6,530","6,282",46%,-36%,58%,14%,-4%
와이지엔터테인먼트,연결,  전년동기대비(%),21.62,45.51,-35.88,57.58,13.54,-3.79,110%,-179%,-260%,-76%,-128%
와이지엔터테인먼트,연결,  컨센서스대비(%),-4.57,2.25,1.94,-,-,-,-149%,-14%,#VALUE!,#VALUE!,#VALUE!
와이지엔터테인먼트,연결,영업이익(억원),426.35,795.22,-186.31,618,802,701,87%,-123%,-432%,30%,-13%
와이지엔터테인먼트,연결,  전년동기대비(%),68.27,86.52,적전,흑전,29.7,-12.62,27%,#VALUE!,#VALUE!,#VALUE!,-142%
와이지엔터테인먼트,연결,  컨센서스대비(%),-16.48,-13.68,적지,-,-,-,-17%,#VALUE!,#VALUE!,#VALUE!,#VALUE!
와이지엔터테인먼트,연결,당기순이익(억원),467.75,769.84,200.3,633,762,688,65%,-74%,216%,20%,-10%
와이지엔터테인먼트,연결,  전년동기대비(%),104.6,64.58,-73.98,216.12,20.4,-9.8,-38%,-215%,-392%,-91%,-148%
와이지엔터테인먼트,연결,  컨센서스대비(%),-1.72,-3.38,흑전,-,-,-,97%,#VALUE!,#VALUE!,#VALUE!,#VALUE!
와이투솔루션,연결,매출액(억원),"1,205.18","1,369.38","1,545.14",,,,14%,13%,-100%,#DIV/0!,#DIV/0!
와이투솔루션,연결,  전년동기대비(%),18.71,13.62,12.84,,,,-27%,-6%,-100%,#DIV/0!,#DIV/0!
와이투솔루션,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이투솔루션,연결,영업이익(억원),17.82,19.08,28.86,,,,7%,51%,-100%,#DIV/0!,#DIV/0!
와이투솔루션,연결,  전년동기대비(%),흑전,7.07,51.26,,,,#VALUE!,625%,-100%,#DIV/0!,#DIV/0!
와이투솔루션,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와이투솔루션,연결,당기순이익(억원),-22.14,-3.45,65.84,,,,-84%,-2008%,-100%,#DIV/0!,#DIV/0!
와이투솔루션,연결,  전년동기대비(%),적지,적지,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
와이투솔루션,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와토스코리아,연결,매출액(억원),195.11,176.78,174.98,,,,-9%,-1%,-100%,#DIV/0!,#DIV/0!
와토스코리아,연결,  전년동기대비(%),-2.58,-9.39,-1.02,,,,264%,-89%,-100%,#DIV/0!,#DIV/0!
와토스코리아,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와토스코리아,연결,영업이익(억원),1.37,-0.9,-2.47,,,,-166%,174%,-100%,#DIV/0!,#DIV/0!
와토스코리아,연결,  전년동기대비(%),-66.17,적전,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
와토스코리아,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
와토스코리아,연결,당기순이익(억원),53.12,26.67,20.66,,,,-50%,-23%,-100%,#DIV/0!,#DIV/0!
와토스코리아,연결,  전년동기대비(%),273.82,-49.79,-22.53,,,,-118%,-55%,-100%,#DIV/0!,#DIV/0!
와토스코리아,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
완도전복,연결,매출액(억원),405.34,339.64,302.02,,,,-16%,-11%,-100%,#DIV/0!,#DIV/0!
완도전복,연결,  전년동기대비(%),-27.18,-16.21,-11.08,,,,-40%,-32%,-100%,#DIV/0!,#DIV/0!
완도전복,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
완도전복,연결,영업이익(억원),-3.01,0.42,-0.94,,,,-114%,-324%,-100%,#DIV/0!,#DIV/0!
완도전복,연결,  전년동기대비(%),적전,흑전,적전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
완도전복,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
완도전복,연결,당기순이익(억원),-2,1.01,0.19,,,,-151%,-81%,-100%,#DIV/0!,#DIV/0!
완도전복,연결,  전년동기대비(%),적전,흑전,-81.19,,,,#VALUE!,#VALUE!,-100%,#DIV/0!,#DIV/0!
완도전복,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
우듬지팜,연결,매출액(억원),449.4,565.76,639.06,,,,26%,13%,-100%,#DIV/0!,#DIV/0!
우듬지팜,연결,  전년동기대비(%),-3.68,25.89,12.96,,,,-804%,-50%,-100%,#DIV/0!,#DIV/0!
